"participant","sex","include","time","sets","leg","exercise","load"
"FP32","female","incl","session1","single","L","isok.240",109
"FP32","female","incl","session1","multiple","R","isom",315
"FP32","female","incl","session1","single","L","isom",286
"FP32","female","incl","session1","multiple","R","isom",320
"FP32","female","incl","session1","single","L","isom",298
"FP32","female","incl","week2","multiple","R","isok.60",221
"FP32","female","incl","week2","single","L","isok.60",228
"FP32","female","incl","week2","multiple","R","isok.120",175
"FP32","female","incl","week2","single","L","isok.120",172
"FP32","female","incl","week2","multiple","R","isok.240",108
"FP32","female","incl","week2","single","L","isok.240",91
"FP32","female","incl","week2","multiple","R","isom",304
"FP32","female","incl","week2","single","L","isom",308
"FP32","female","incl","week2","multiple","R","isom",282
"FP32","female","incl","week2","single","L","isom",313
"FP32","female","incl","week5","multiple","R","isok.60",NA
"FP32","female","incl","week5","single","L","isok.60",NA
"FP32","female","incl","week5","multiple","R","isok.120",NA
"FP32","female","incl","week5","single","L","isok.120",NA
"FP32","female","incl","week5","multiple","R","isok.240",NA
"FP32","female","incl","week5","single","L","isok.240",NA
"FP32","female","incl","week5","multiple","R","isom",NA
"FP32","female","incl","week5","single","L","isom",NA
"FP32","female","incl","week5","multiple","R","isom",NA
"FP32","female","incl","week5","single","L","isom",NA
"FP32","female","incl","week9","multiple","R","isok.60",238
"FP32","female","incl","week9","single","L","isok.60",240
"FP32","female","incl","week9","multiple","R","isok.120",173
"FP32","female","incl","week9","single","L","isok.120",183
"FP32","female","incl","week9","multiple","R","isok.240",104
"FP32","female","incl","week9","single","L","isok.240",118
"FP32","female","incl","week9","multiple","R","isom",298
"FP32","female","incl","week9","single","L","isom",322
"FP32","female","incl","week9","multiple","R","isom",304
"FP32","female","incl","week9","single","L","isom",306
"FP32","female","incl","post","multiple","R","isok.60",254
"FP32","female","incl","post","single","L","isok.60",243
"FP32","female","incl","post","multiple","R","isok.120",186
"FP32","female","incl","post","single","L","isok.120",189
"FP32","female","incl","post","multiple","R","isok.240",112
"FP32","female","incl","post","single","L","isok.240",121
"FP32","female","incl","post","multiple","R","isom",329
"FP32","female","incl","post","single","L","isom",NA
"FP32","female","incl","post","multiple","R","isom",339
"FP32","female","incl","post","single","L","isom",370
"FP20","female","incl","pre","single","R","isok.60",118
"FP20","female","incl","pre","multiple","L","isok.60",99
"FP20","female","incl","pre","single","R","isok.120",83
"FP20","female","incl","pre","multiple","L","isok.120",86
"FP20","female","incl","pre","single","R","isok.240",57
"FP20","female","incl","pre","multiple","L","isok.240",52
"FP20","female","incl","pre","single","R","isom",134
"FP20","female","incl","pre","multiple","L","isom",104
"FP20","female","incl","pre","single","R","isom",125
"FP20","female","incl","pre","multiple","L","isom",90
"FP20","female","incl","session1","single","R","isok.60",107
"FP20","female","incl","session1","multiple","L","isok.60",107
"FP20","female","incl","session1","single","R","isok.120",97
"FP20","female","incl","session1","multiple","L","isok.120",86
"FP20","female","incl","session1","single","R","isok.240",56
"FP20","female","incl","session1","multiple","L","isok.240",50
"FP20","female","incl","session1","single","R","isom",151
"FP20","female","incl","session1","multiple","L","isom",128
"FP20","female","incl","session1","single","R","isom",132
"FP20","female","incl","session1","multiple","L","isom",121
"FP20","female","incl","week2","single","R","isok.60",115
"FP20","female","incl","week2","multiple","L","isok.60",124
"FP20","female","incl","week2","single","R","isok.120",101
"FP20","female","incl","week2","multiple","L","isok.120",94
"FP20","female","incl","week2","single","R","isok.240",73
"FP20","female","incl","week2","multiple","L","isok.240",62
"FP20","female","incl","week2","single","R","isom",148
"FP20","female","incl","week2","multiple","L","isom",138
"FP20","female","incl","week2","single","R","isom",156
"FP20","female","incl","week2","multiple","L","isom",145
"FP20","female","incl","week5","single","R","isok.60",NA
"FP20","female","incl","week5","multiple","L","isok.60",NA
"FP20","female","incl","week5","single","R","isok.120",NA
"FP20","female","incl","week5","multiple","L","isok.120",NA
"FP20","female","incl","week5","single","R","isok.240",NA
"FP20","female","incl","week5","multiple","L","isok.240",NA
"FP20","female","incl","week5","single","R","isom",NA
"FP20","female","incl","week5","multiple","L","isom",NA
"FP20","female","incl","week5","single","R","isom",NA
"FP20","female","incl","week5","multiple","L","isom",NA
"FP20","female","incl","week9","single","R","isok.60",NA
"FP20","female","incl","week9","multiple","L","isok.60",NA
"FP20","female","incl","week9","single","R","isok.120",NA
"FP20","female","incl","week9","multiple","L","isok.120",NA
"FP20","female","incl","week9","single","R","isok.240",NA
"FP20","female","incl","week9","multiple","L","isok.240",NA
"FP20","female","incl","week9","single","R","isom",NA
"FP20","female","incl","week9","multiple","L","isom",NA
"FP20","female","incl","week9","single","R","isom",NA
"FP20","female","incl","week9","multiple","L","isom",NA
"FP20","female","incl","post","single","R","isok.60",129
"FP20","female","incl","post","multiple","L","isok.60",153
"FP20","female","incl","post","single","R","isok.120",103
"FP20","female","incl","post","multiple","L","isok.120",99
"FP20","female","incl","post","single","R","isok.240",69
"FP20","female","incl","post","multiple","L","isok.240",75
"FP20","female","incl","post","single","R","isom",161
"FP20","female","incl","post","multiple","L","isom",149
"FP20","female","incl","post","single","R","isom",130
"FP20","female","incl","post","multiple","L","isom",154
"FP31","male","incl","pre","single","R","isok.60",165
"FP31","male","incl","pre","multiple","L","isok.60",221
"FP31","male","incl","pre","single","R","isok.120",162
"FP31","male","incl","pre","multiple","L","isok.120",172
"FP31","male","incl","pre","single","R","isok.240",132
"FP31","male","incl","pre","multiple","L","isok.240",131
"FP31","male","incl","pre","single","R","isom",227
"FP31","male","incl","pre","multiple","L","isom",238
"FP31","male","incl","pre","single","R","isom",234
"FP31","male","incl","pre","multiple","L","isom",242
"FP31","male","incl","session1","single","R","isok.60",144
"FP31","male","incl","session1","multiple","L","isok.60",176
"FP31","male","incl","session1","single","R","isok.120",134
"FP31","male","incl","session1","multiple","L","isok.120",177
"FP31","male","incl","session1","single","R","isok.240",116
"FP31","male","incl","session1","multiple","L","isok.240",126
"FP31","male","incl","session1","single","R","isom",247
"FP31","male","incl","session1","multiple","L","isom",213
"FP31","male","incl","session1","single","R","isom",229
"FP31","male","incl","session1","multiple","L","isom",218
"FP31","male","incl","week2","single","R","isok.60",224
"FP31","male","incl","week2","multiple","L","isok.60",219
"FP31","male","incl","week2","single","R","isok.120",179
"FP31","male","incl","week2","multiple","L","isok.120",195
"FP31","male","incl","week2","single","R","isok.240",136
"FP31","male","incl","week2","multiple","L","isok.240",139
"FP31","male","incl","week2","single","R","isom",293
"FP31","male","incl","week2","multiple","L","isom",246
"FP31","male","incl","week2","single","R","isom",279
"FP31","male","incl","week2","multiple","L","isom",272
"FP31","male","incl","week5","single","R","isok.60",NA
"FP31","male","incl","week5","multiple","L","isok.60",NA
"FP31","male","incl","week5","single","R","isok.120",NA
"FP31","male","incl","week5","multiple","L","isok.120",NA
"FP31","male","incl","week5","single","R","isok.240",NA
"FP31","male","incl","week5","multiple","L","isok.240",NA
"FP31","male","incl","week5","single","R","isom",NA
"FP31","male","incl","week5","multiple","L","isom",NA
"FP31","male","incl","week5","single","R","isom",NA
"FP31","male","incl","week5","multiple","L","isom",NA
"FP31","male","incl","week9","single","R","isok.60",NA
"FP31","male","incl","week9","multiple","L","isok.60",NA
"FP31","male","incl","week9","single","R","isok.120",NA
"FP31","male","incl","week9","multiple","L","isok.120",NA
"FP31","male","incl","week9","single","R","isok.240",NA
"FP31","male","incl","week9","multiple","L","isok.240",NA
"FP31","male","incl","week9","single","R","isom",NA
"FP31","male","incl","week9","multiple","L","isom",NA
"FP31","male","incl","week9","single","R","isom",NA
"FP31","male","incl","week9","multiple","L","isom",NA
"FP31","male","incl","post","single","R","isok.60",204
"FP31","male","incl","post","multiple","L","isok.60",240
"FP31","male","incl","post","single","R","isok.120",179
"FP31","male","incl","post","multiple","L","isok.120",196
"FP31","male","incl","post","single","R","isok.240",119
"FP31","male","incl","post","multiple","L","isok.240",144
"FP31","male","incl","post","single","R","isom",297
"FP31","male","incl","post","multiple","L","isom",295
"FP31","male","incl","post","single","R","isom",274
"FP31","male","incl","post","multiple","L","isom",NA
"FP46","female","incl","pre","multiple","R","isok.60",139
"FP46","female","incl","pre","single","L","isok.60",112
"FP46","female","incl","pre","multiple","R","isok.120",101
"FP46","female","incl","pre","single","L","isok.120",93
"FP46","female","incl","pre","multiple","R","isok.240",67
"FP46","female","incl","pre","single","L","isok.240",73
"FP46","female","incl","pre","multiple","R","isom",161
"FP46","female","incl","pre","single","L","isom",132
"FP46","female","incl","pre","multiple","R","isom",139
"FP46","female","incl","pre","single","L","isom",131
"FP46","female","incl","session1","multiple","R","isok.60",127
"FP46","female","incl","session1","single","L","isok.60",115
"FP46","female","incl","session1","multiple","R","isok.120",100
"FP46","female","incl","session1","single","L","isok.120",76
"FP46","female","incl","session1","multiple","R","isok.240",64
"FP46","female","incl","session1","single","L","isok.240",68
"FP46","female","incl","session1","multiple","R","isom",149
"FP46","female","incl","session1","single","L","isom",126
"FP46","female","incl","session1","multiple","R","isom",150
"FP46","female","incl","session1","single","L","isom",143
"FP46","female","incl","week2","multiple","R","isok.60",144
"FP46","female","incl","week2","single","L","isok.60",127
"FP46","female","incl","week2","multiple","R","isok.120",113
"FP46","female","incl","week2","single","L","isok.120",101
"FP46","female","incl","week2","multiple","R","isok.240",76
"FP46","female","incl","week2","single","L","isok.240",74
"FP46","female","incl","week2","multiple","R","isom",190
"FP46","female","incl","week2","single","L","isom",173
"FP46","female","incl","week2","multiple","R","isom",161
"FP46","female","incl","week2","single","L","isom",159
"FP46","female","incl","week5","multiple","R","isok.60",NA
"FP46","female","incl","week5","single","L","isok.60",NA
"FP46","female","incl","week5","multiple","R","isok.120",NA
"FP46","female","incl","week5","single","L","isok.120",NA
"FP46","female","incl","week5","multiple","R","isok.240",NA
"FP46","female","incl","week5","single","L","isok.240",NA
"FP46","female","incl","week5","multiple","R","isom",NA
"FP46","female","incl","week5","single","L","isom",NA
"FP46","female","incl","week5","multiple","R","isom",NA
"FP46","female","incl","week5","single","L","isom",NA
"FP46","female","incl","week9","multiple","R","isok.60",NA
"FP46","female","incl","week9","single","L","isok.60",NA
"FP46","female","incl","week9","multiple","R","isok.120",NA
"FP46","female","incl","week9","single","L","isok.120",NA
"FP46","female","incl","week9","multiple","R","isok.240",NA
"FP46","female","incl","week9","single","L","isok.240",NA
"FP46","female","incl","week9","multiple","R","isom",NA
"FP46","female","incl","week9","single","L","isom",NA
"FP46","female","incl","week9","multiple","R","isom",NA
